Date,CL=F,^DJI,^GSPC,^TNX,^VIX
2016-04-01,38.34000015258789,17685.08984375,2059.739990234375,1.7860000133514404,13.949999809265137
2016-04-04,36.790000915527344,17792.75,2072.780029296875,1.7920000553131104,13.100000381469727
2016-04-05,35.70000076293945,17737.0,2066.1298828125,1.7790000438690186,14.119999885559082
2016-04-06,35.88999938964844,17603.3203125,2045.1700439453125,1.7269999980926514,15.420000076293945
2016-04-07,37.75,17716.05078125,2066.659912109375,1.7549999952316284,14.09000015258789
2016-04-08,37.2599983215332,17541.9609375,2041.9100341796875,1.690999984741211,16.15999984741211
2016-04-11,39.720001220703125,17576.9609375,2047.5999755859375,1.7200000286102295,15.359999656677246
2016-04-12,40.36000061035156,17556.41015625,2041.989990234375,1.7239999771118164,16.260000228881836
2016-04-13,42.16999816894531,17721.25,2061.719970703125,1.781000018119812,14.850000381469727
2016-04-14,41.7599983215332,17908.279296875,2082.419921875,1.7619999647140503,13.84000015258789
2016-04-15,41.5,17926.4296875,2082.780029296875,1.781000018119812,13.720000267028809
2016-04-18,40.36000061035156,17897.4609375,2080.72998046875,1.7519999742507935,13.619999885559082
2016-04-19,39.779998779296875,18004.16015625,2094.340087890625,1.7730000019073486,13.350000381469727
2016-04-20,41.08000183105469,18053.599609375,2100.800048828125,1.7829999923706055,13.239999771118164
2016-04-21,42.630001068115234,18096.26953125,2102.39990234375,1.8539999723434448,13.279999732971191
2016-04-22,43.18000030517578,17982.51953125,2091.47998046875,1.8700000047683716,13.949999809265137
2016-04-25,43.72999954223633,18003.75,2091.580078125,1.8880000114440918,13.220000267028809
2016-04-26,42.63999938964844,17977.240234375,2087.7900390625,1.9019999504089355,14.079999923706055
2016-04-27,44.040000915527344,17990.3203125,2091.699951171875,1.930999994277954,13.960000038146973
2016-04-28,45.33000183105469,18041.55078125,2095.14990234375,1.8600000143051147,13.770000457763672
2016-04-29,46.029998779296875,17830.759765625,2075.81005859375,1.8380000591278076,15.220000267028809
2016-05-02,45.91999816894531,17773.640625,2065.300048828125,1.819000005722046,15.699999809265137
2016-05-03,44.779998779296875,17891.16015625,2081.429931640625,1.8650000095367432,14.680000305175781
2016-05-04,43.650001525878906,17750.91015625,2063.3701171875,1.7999999523162842,15.600000381469727
2016-05-05,43.779998779296875,17651.259765625,2051.1201171875,1.784000039100647,16.049999237060547
2016-05-06,44.31999969482422,17660.7109375,2050.6298828125,1.746999979019165,15.90999984741211
2016-05-09,44.65999984741211,17740.630859375,2057.139892578125,1.7790000438690186,14.720000267028809
2016-05-10,43.439998626708984,17705.91015625,2058.68994140625,1.7599999904632568,14.569999694824219
2016-05-11,44.65999984741211,17928.349609375,2084.389892578125,1.7599999904632568,13.630000114440918
2016-05-12,46.22999954223633,17711.119140625,2064.4599609375,1.7369999885559082,14.6899995803833
2016-05-13,46.70000076293945,17720.5,2064.110107421875,1.7569999694824219,14.40999984741211
2016-05-16,46.209999084472656,17535.3203125,2046.6099853515625,1.7050000429153442,15.039999961853027
2016-05-17,47.720001220703125,17710.7109375,2066.659912109375,1.753000020980835,14.680000305175781
2016-05-18,48.310001373291016,17529.98046875,2047.2099609375,1.7589999437332153,15.569999694824219
2016-05-19,48.189998626708984,17526.619140625,2047.6300048828125,1.8799999952316284,15.949999809265137
2016-05-20,48.15999984741211,17435.400390625,2040.0400390625,1.8450000286102295,16.329999923706055
2016-05-23,47.75,17500.939453125,2052.320068359375,1.8489999771118164,15.199999809265137
2016-05-24,48.08000183105469,17492.9296875,2048.0400390625,1.8380000591278076,15.819999694824219
2016-05-25,48.619998931884766,17706.05078125,2076.06005859375,1.8589999675750732,14.420000076293945
2016-05-26,49.560001373291016,17851.509765625,2090.5400390625,1.8700000047683716,13.899999618530273
2016-05-27,49.47999954223633,17828.2890625,2090.10009765625,1.8229999542236328,13.430000305175781
2016-05-31,49.33000183105469,17873.220703125,2099.06005859375,1.8509999513626099,13.119999885559082
2016-06-01,49.099998474121094,17787.19921875,2096.949951171875,1.8339999914169312,14.1899995803833
2016-06-02,49.0099983215332,17789.669921875,2099.330078125,1.8459999561309814,14.199999809265137
2016-06-03,49.16999816894531,17838.560546875,2105.260009765625,1.8109999895095825,13.630000114440918
2016-06-06,48.619998931884766,17807.060546875,2099.1298828125,1.7039999961853027,13.470000267028809
2016-06-07,49.689998626708984,17920.330078125,2109.409912109375,1.7230000495910645,13.649999618530273
2016-06-08,50.36000061035156,17938.279296875,2112.1298828125,1.7130000591278076,14.050000190734863
2016-06-09,51.22999954223633,18005.05078125,2119.1201171875,1.7059999704360962,14.079999923706055
2016-06-10,50.560001373291016,17985.189453125,2115.47998046875,1.6799999475479126,14.640000343322754
2016-06-13,49.06999969482422,17865.33984375,2096.070068359375,1.6390000581741333,17.030000686645508
2016-06-14,48.880001068115234,17732.48046875,2079.06005859375,1.6160000562667847,20.969999313354492
2016-06-15,48.4900016784668,17674.8203125,2075.320068359375,1.6109999418258667,20.5
2016-06-16,48.0099983215332,17640.169921875,2071.5,1.5959999561309814,20.139999389648438
2016-06-17,46.209999084472656,17733.099609375,2077.989990234375,1.5640000104904175,19.3700008392334
2016-06-20,47.97999954223633,17675.16015625,2071.219970703125,1.6180000305175781,19.40999984741211
2016-06-21,49.369998931884766,17804.869140625,2083.25,1.6699999570846558,18.3700008392334
2016-06-22,48.849998474121094,17829.73046875,2088.89990234375,1.6970000267028809,18.479999542236328
2016-06-23,49.130001068115234,17780.830078125,2085.449951171875,1.684999942779541,21.170000076293945
2016-06-24,50.11000061035156,18011.0703125,2113.320068359375,1.7389999628067017,17.25
2016-06-27,47.63999938964844,17400.75,2037.4100341796875,1.5789999961853027,25.760000228881836
2016-06-28,46.33000183105469,17140.240234375,2000.5400390625,1.4600000381469727,23.850000381469727
2016-06-29,47.849998474121094,17409.720703125,2036.0899658203125,1.4609999656677246,18.75
2016-06-30,49.880001068115234,17694.6796875,2070.77001953125,1.4769999980926514,16.639999389648438
2016-07-01,48.33000183105469,17929.990234375,2098.860107421875,1.4880000352859497,15.630000114440918
2016-07-05,48.9900016784668,17949.369140625,2102.949951171875,1.4559999704360962,14.770000457763672
2016-07-06,46.599998474121094,17840.619140625,2088.550048828125,1.3669999837875366,15.579999923706055
2016-07-07,47.43000030517578,17918.619140625,2099.72998046875,1.3849999904632568,14.960000038146973
2016-07-08,45.13999938964844,17895.880859375,2097.89990234375,1.3869999647140503,14.760000228881836
2016-07-11,45.40999984741211,18146.740234375,2129.89990234375,1.3660000562667847,13.199999809265137
2016-07-12,44.7599983215332,18226.9296875,2137.159912109375,1.434000015258789,13.539999961853027
2016-07-13,46.79999923706055,18347.669921875,2152.139892578125,1.5130000114440918,13.550000190734863
